id,title,runningTimeInMinutes,releaseDate,certificate,rating,ratingcount,text
tt5463162,Deadpool 2,119,2018-05-18,R,7.6,633417,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
tt5463162,Deadpool 2,119,2018-05-18,R,7.6,633417,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
tt5108870,Morbius,104,2022-04-01,PG-13,5.2,148670,"Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead."
tt5108870,Morbius,104,2022-04-01,PG-13,5.2,148670,"Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead."
tt9243804,The Green Knight,130,2021-07-30,R,6.6,114748,A fantasy retelling of the medieval story of Sir Gawain and the Green Knight.
tt6105098,The Lion King,118,2019-07-19,PG,6.8,264311,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery."
tt0382932,Ratatouille,111,2007-06-27,G,8.1,809476,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
tt10648342,Thor: Love and Thunder,118,2022-07-08,PG-13,6.2,392427,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct."
tt0758758,Into the Wild,148,2007-10-19,R,8.1,652202,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
tt0486655,Stardust,127,2007-08-10,PG-13,7.6,283042,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
tt0120915,Star Wars: Episode I - The Phantom Menace,136,1999-05-19,PG,6.5,847998,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory."
tt0181875,Almost Famous,122,2000-09-22,R,7.9,290904,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.
tt2771200,Beauty and the Beast,129,2017-03-17,PG,7.1,331056,"A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."
tt6856242,The King's Man,131,2021-12-22,R,6.3,169733,"In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions."
tt0060196,"The Good, the Bad and the Ugly",161,1967-12-29,Approved,8.8,802191,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.
tt0032138,The Wizard of Oz,102,1939-08-25,PG,8.1,424271,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes."
tt1631867,Edge of Tomorrow,113,2014-06-06,PG-13,7.9,726987,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
tt11866324,Prey,100,2022-08-05,R,7.1,222091,"Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth."
tt3748528,Rogue One: A Star Wars Story,133,2016-12-16,PG-13,7.8,679267,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
tt1074638,Skyfall,143,2012-11-09,PG-13,7.8,725768,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
tt0111282,Stargate,116,1994-10-28,PG-13,7.0,203045,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
tt4154756,Avengers: Infinity War,149,2018-04-27,PG-13,8.4,1183074,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
tt0082340,Escape from New York,99,1981-07-10,R,7.1,155181,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him."
tt10151854,Shazam! Fury of the Gods,130,2023-03-17,PG-13,6.0,120581,"The film continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!"" is transformed into his adult Super Hero alter ego, Shazam."
tt8337264,Chicken Run: Dawn of the Nugget,98,2023-12-15,PG,6.4,19052,"Having pulled off an escape from Tweedy's farm, Ginger has found a peaceful island sanctuary for the whole flock. But back on the mainland the whole of chicken-kind faces a new threat, and Ginger and her team decide to break in."
tt0371746,Iron Man,126,2008-05-02,PG-13,7.9,1113369,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
tt0082198,Conan the Barbarian,129,1982-05-14,R,6.9,160645,"A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom."
tt2527338,Star Wars: Episode IX - The Rise of Skywalker,141,2019-12-20,PG-13,6.4,486678,"In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come."
tt3521164,Moana,107,2016-11-23,PG,7.6,371129,"In ancient Polynesia, when a terrible curse incurred by the demigod Maui reaches Moana's island, she answers the Ocean's call to seek out Maui to set things right."
tt2345759,The Mummy,111,2017-06-09,PG-13,5.4,204421,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia and terrors that defy human comprehension."
tt0418279,Transformers,144,2007-07-03,PG-13,7.0,669724,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
tt2294629,Frozen,102,2013-11-27,PG,7.4,657937,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
tt2283362,Jumanji: Welcome to the Jungle,119,2017-12-20,PG-13,6.9,416656,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game."
tt0120591,Armageddon,151,1998-07-01,PG-13,6.7,447009,"After discovering that an asteroid the size of Texas will impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet."
tt0373889,Harry Potter and the Order of the Phoenix,138,2007-07-11,PG-13,7.5,625621,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts."
tt0373889,Harry Potter and the Order of the Phoenix,138,2007-07-11,PG-13,7.5,625621,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts."
tt0381061,Casino Royale,144,2006-11-17,PG-13,8.0,688701,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
tt4912910,Mission: Impossible - Fallout,147,2018-07-27,PG-13,7.7,373034,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
tt12361974,Zack Snyder's Justice League,242,2021-03-18,R,7.9,433143,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
tt0120783,The Parent Trap,128,1998-07-29,PG,6.6,152384,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together."
tt0435625,The Descent,99,2006-08-04,R,7.2,243664,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators."
tt3915174,Puss in Boots: The Last Wish,102,2022-12-21,PG,7.8,168161,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish."
tt10954600,Ant-Man and the Wasp: Quantumania,124,2023-02-17,PG-13,6.1,220428,"Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious Kang?"
tt0387808,Idiocracy,84,2006-09-01,R,6.5,179159,"Corporal Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he's easily the most intelligent person alive."
tt0831387,Godzilla,123,2014-05-16,PG-13,6.4,434727,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
tt0926084,Harry Potter and the Deathly Hallows: Part 1,146,2010-11-19,PG-13,7.7,591659,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,129,2017-05-26,PG-13,6.5,340213,Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.
tt0369610,Jurassic World,124,2015-06-12,PG-13,6.9,673740,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree."
tt0120903,X-Men,104,2000-07-14,PG-13,7.3,640517,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men."
tt0099348,Dances with Wolves,181,1990-11-21,PG-13,8.0,287020,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose."
tt0119654,Men in Black,98,1997-07-02,PG-13,7.3,605687,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.
tt6450804,Terminator: Dark Fate,128,2019-11-01,R,6.2,191188,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race."
tt2948356,Zootopia,108,2016-03-04,PG,8.0,538260,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
tt2096673,Inside Out,95,2015-06-19,PG,8.1,772985,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
tt1229238,Mission: Impossible - Ghost Protocol,132,2011-12-21,PG-13,7.4,524164,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name."
tt0091203,Highlander,116,1986-03-07,R,7.0,145763,"An immortal Scottish swordsman must confront the last of his immortal opponents, a murderously brutal barbarian who lusts for the fabled ""Prize""."
